,price,sex,age
10586,9.99,f,50
10587,38.14,f,40
10588,31.32,f,37
10589,65.94,m,45
10590,26.14,f,32
10591,17.98,f,67
10592,9.99,f,65
10593,47.09,f,33
10594,66.77,f,44
10595,9.99,f,67
10596,51.73,m,34
10597,30.12,m,41
10598,9.99,f,57
10599,67.06,m,43
10600,46.57000000000001,f,40
10601,53.14,m,35
10602,36.86,m,35
10603,33.480000000000004,f,40
10604,37.88,f,35
10605,33.97,f,47
10606,108.46,m,61
10607,36.97,f,19
10608,18.02,f,30
10609,9.99,f,85
10610,18.26,m,41
10611,26.84,f,42
10612,9.99,m,55
10613,89.11,f,27
10614,33.18,m,42
10615,9.29,m,34
10616,48.59,m,34
10617,69.14,f,73
10618,42.6,m,41
10619,43.53,m,41
10620,45.17,m,41
10621,47.9,m,41
10622,28.540000000000003,m,41
10623,30.41,m,41
10624,30.43,m,41
10625,45.48,m,41
10626,30.14,m,41
10627,5.62,m,41
10628,23.61,m,41
10629,30.63,m,41
10630,33.77,m,42
10631,17.61,m,41
10632,5.62,m,41
10633,22.28,m,41
10634,39.43000000000001,m,41
10635,25.57,m,41
10636,84.57999999999998,m,42
10637,59.51,m,41
10638,5.62,m,41
10639,15.61,m,41
10640,40.35,m,41
10641,19.6,m,42
10642,16.61,m,41
10643,25.5,m,41
10644,31.96,m,41
10645,32.26,m,42
10646,5.62,m,41
10647,33.980000000000004,m,41
10648,5.62,m,42
10649,45.59,m,41
10650,9.61,m,41
10651,40.6,m,41
10652,45.8,m,41
10653,5.62,m,41
10654,19.6,m,41
10655,13.61,m,37
10656,56.44999999999999,m,37
10657,38.15,m,49
10658,55.3,m,46
10659,51.39,m,36
10660,52.21,f,34
10661,27.85,m,51
10662,36.02,m,32
10663,16.37,f,34
10664,43.84,m,34
10665,28.67,f,39
10666,36.67,m,34
10667,29.97,f,42
10668,60.49,f,54
10669,42.6,f,53
10670,28.17,f,53
10671,39.3,f,53
10672,113.99,f,53
10673,10.61,f,53
10674,93.6,f,53
10675,31.520000000000003,f,53
10676,44.44,f,53
10677,70.52,f,53
10678,21.69,f,33
10679,5.62,m,52
10680,5.62,m,52
10681,42.83,f,47
10682,20.06,m,38
10683,5.62,f,47
10684,36.2,m,47
10685,35.150000000000006,m,35
10686,5.62,m,37
10687,23.31,m,40
10688,45.98,m,43
10689,22.32,f,49
10690,95.08999999999996,f,71
10691,10.14,m,39
10692,85.5,f,39
10693,33.61,m,30
10694,27.78,m,45
10695,20.61,f,34
10696,5.62,f,32
10697,78.55999999999999,m,44
10698,37.6,f,48
10699,5.62,m,68
10700,26.52,m,49
10701,10.61,f,41
10702,10.61,f,34
10703,8.65,m,36
10704,15.920000000000002,m,36
10705,21.24,m,33
10706,16.330000000000002,m,33
10707,33.34,m,32
10708,21.43,f,30
10709,21.61,m,48
10710,11.61,f,32
10711,16.76,f,47
10712,5.62,m,66
10713,10.04,f,46
10714,23.6,f,46
10715,56.6,f,35
10716,16.61,m,42
10717,29.1,f,42
10718,15.5,f,43
10719,44.38,m,49
10720,12.61,m,47
10721,46.59,m,46
10722,5.62,m,46
10723,10.61,m,34
10724,35.38,m,39
10725,16.06,f,46
10726,32.599999999999994,f,47
10727,19.61,m,49
10728,27.61,f,44
10729,43.6,m,46
10730,22.61,f,51
10731,25.880000000000003,m,48
10732,13.07,f,38
10733,39.84,m,45
10734,59.14000000000001,m,43
10735,45.94,f,39
10736,79.89,m,47
10737,20.98,f,33
10738,25.19,f,48
10739,30.09,m,33
10740,16.06,f,45
10741,31.61,f,31
10742,35.599999999999994,m,48
10743,25.49,m,42
10744,20.61,m,44
10745,27.590000000000003,m,44
10746,23.87,m,42
10747,51.78,f,49
10748,5.62,f,59
10749,28.6,f,49
10750,11.61,f,33
10751,24.78,m,48
10752,12.46,m,30
10753,64.04,f,41
10754,69.79,f,41
10755,19.6,f,39
10756,44.59,f,39
10757,38.48,f,41
10758,47.59,f,39
10759,58.92,m,46
10760,29.14,m,49
10761,38.59,f,42
10762,26.71,f,49
10763,56.23,m,44
10764,40.55,m,45
10765,5.62,f,41
10766,17.65,f,30
10767,12.82,m,49
10768,83.04,m,39
10769,33.36,f,34
10770,53.55,m,43
10771,5.62,m,33
10772,26.65,f,47
10773,21.43,f,33
10774,5.62,f,47
10775,17.34,m,31
10776,43.22,f,30
10777,39.17,f,43
10778,5.62,m,52
10779,33.61,m,49
10780,12.63,f,39
10781,66.28999999999999,f,32
10782,5.62,f,57
10783,30.15,m,36
10784,16.61,m,40
10785,19.82,m,35
10786,9.61,f,40
10787,32.26,f,43
10788,24.61,f,42
10789,58.51,m,49
10790,25.98,m,44
10791,33.78,m,24
10792,62.36000000000001,f,43
10793,23.11,f,38
10794,12.18,f,35
10795,15.61,f,43
10796,21.6,m,43
10797,55.74999999999999,f,42
10798,5.62,f,33
10799,57.55,f,34
10800,41.59,f,46
10801,22.76,m,41
10802,56.07,m,43
10803,62.44,m,48
10804,37.32,f,39
10805,23.8,f,40
10806,10.46,f,34
10807,77.48,f,41
10808,43.84,f,42
10809,36.74,m,40
10810,48.56,f,49
10811,37.120000000000005,f,44
10812,26.25,m,38
10813,42.85,m,43
10814,20.61,f,44
10815,32.99,f,42
10816,55.75,m,37
10817,83.66,m,31
10818,43.66,m,31
10819,34.3,f,34
10820,15.91,f,34
10821,5.62,f,38
10822,5.62,m,44
10823,32.3,f,42
10824,35.15,f,37
10825,5.62,f,36
10826,15.489999999999998,f,38
10827,20.78,m,44
10828,30.43,m,55
10829,40.4,f,38
10830,14.03,m,49
10831,5.62,f,62
10832,5.62,m,52
10833,5.62,f,54
10834,30.99,m,34
10835,88.24,f,46
10836,42.38,f,35
10837,17.61,m,41
10838,5.62,f,67
10839,27.84,f,41
10840,15.9,f,41
10841,17.61,f,42
10842,35.620000000000005,m,36
10843,33.56,f,44
10844,39.61,f,44
10845,38.75,f,49
10846,37.18,m,33
10847,29.590000000000003,f,30
10848,5.62,f,30
10849,21.11,f,44
10850,43.440000000000005,f,40
10851,57.95,m,45
10852,69.75999999999999,m,48
10853,43.260000000000005,m,42
10854,32.26,f,42
10855,39.17,f,43
10856,34.05,f,47
10857,46.9,f,44
10858,63.73,m,40
10859,23.61,m,41
10860,32.22,f,43
10861,91.79999999999998,m,42
10862,43.59,m,47
10863,14.61,f,48
10864,13.61,m,41
10865,47.41,m,32
10866,15.61,f,36
10867,106.85,m,21
10868,47.6,m,42
10869,23.61,m,48
10870,54.39,m,36
10871,39.51,f,37
10872,47.04,f,37
10873,38.69,f,47
10874,15.68,f,46
10875,12.61,m,47
10876,39.59,m,45
10877,92.37,m,45
10878,11.93,f,37
10879,42.44,m,42
10880,24.15,f,38
10881,31.6,m,48
10882,10.21,f,47
10883,36.22,m,42
10884,24.59,f,32
10885,44.93,f,43
10886,60.47,f,43
10887,40.47,f,31
10888,48.720000000000006,m,43
10889,6.59,f,40
10890,41.16,f,17
10891,5.62,f,31
10892,5.62,m,40
10893,70.50999999999999,f,45
10894,43.59,f,18
10895,45.33,m,35
10896,5.62,m,38
10897,77.61999999999999,f,48
10898,39.74,f,35
10899,5.62,m,74
10900,54.18,f,35
10901,35.94,m,41
10902,12.61,m,41
10903,12.14,m,60
10904,5.62,m,39
10905,141.39999999999998,m,31
10906,5.62,f,50
10907,5.62,f,81
10908,75.85,m,36
10909,53.21,m,47
10910,5.62,m,31
10911,17.61,f,41
10912,5.62,f,41
10913,34.19,f,30
10914,39.6,m,22
10915,38.59,m,37
10916,5.62,m,49
10917,37.02,m,41
10918,54.540000000000006,m,45
10919,9.81,f,41
10920,47.56,m,38
10921,46.4,m,42
10922,35.49,m,42
10923,5.62,f,49
10924,53.09,f,39
10925,16.61,m,33
10926,5.62,m,57
10927,24.61,f,35
10928,47.27,m,38
10929,10.91,f,24
10930,23.87,f,33
10931,5.62,f,36
10932,19.61,f,48
10933,34.6,m,36
10934,39.18,f,50
10935,44.9,m,33
10936,43.11,f,36
10937,55.61,f,31
10938,33.02,f,33
10939,5.62,m,52
10940,5.62,f,69
10941,31.65,f,69
10942,37.97,f,42
10943,14.830000000000002,m,43
10944,13.93,f,40
10945,9.17,f,41
10946,22.61,m,45
10947,16.330000000000002,f,39
10948,56.48,f,38
10949,47.36,f,32
10950,5.62,m,57
10951,37.48,f,34
10952,22.61,f,57
10953,14.61,f,45
10954,82.78999999999999,f,40
10955,5.62,m,65
10956,69.57999999999998,m,62
10957,6.61,m,46
10958,48.44,f,79
10959,51.970000000000006,f,43
10960,30.11,f,38
10961,19.67,f,56
10962,5.62,f,82
10963,5.62,f,51
10964,5.62,f,52
10965,20.47,m,43
10966,37.9,m,40
10967,19.06,m,41
10968,25.090000000000003,m,41
10969,5.62,m,36
10970,5.62,m,53
10971,40.040000000000006,f,49
10972,28.58,m,44
10973,31.61,f,43
10974,25.36,f,33
10975,15.920000000000002,f,56
10976,20.38,f,44
10977,23.61,f,46
10978,27.6,m,42
10979,5.62,m,43
10980,78.34,m,17
10981,58.61,f,39
10982,40.6,f,53
10983,37.6,f,44
10984,30.61,m,50
10985,34.59,m,46
10986,5.62,m,40
10987,12.82,m,40
10988,18.61,m,39
10989,66.28,m,36
10990,33.59,m,43
10991,5.62,f,68
10992,22.32,f,40
10993,16.61,m,44
10994,36.43,f,43
10995,5.62,m,32
10996,36.18,f,38
10997,20.74,m,42
10998,11.61,m,46
10999,27.83,f,37
11000,5.62,m,65
11001,24.06,m,40
11002,16.86,m,40
11003,78.72,m,40
11004,5.62,f,51
11005,48.580000000000005,f,48
11006,5.62,f,68
11007,29.45,m,70
11008,5.62,f,35
11009,60.21,m,50
11010,20.82,f,47
11011,129.28,m,19
11012,20.61,m,37
11013,53.98,m,37
11014,23.99,m,44
11015,38.28,f,40
11016,45.6,f,47
11017,5.62,f,81
11018,21.93,f,33
11019,19.61,m,87
11020,57.58,m,42
11021,5.62,m,54
11022,35.73,m,33
11023,5.62,m,33
11024,29.6,f,46
11025,27.61,f,47
11026,17.05,f,42
11027,5.62,m,51
11028,11.61,m,35
11029,22.22,m,39
11030,38.05,f,43
11031,43.55,f,59
11032,44.6,m,43
11033,57.58,f,32
11034,56.49999999999999,m,42
11035,42.72,m,46
11036,37.6,f,37
11037,30.6,m,46
11038,24.61,f,48
11039,61.48,m,48
11040,62.43,f,35
11041,14.61,m,49
11042,5.62,f,61
11043,44.620000000000005,m,42
11044,64.16,m,33
11045,32.6,m,20
11046,42.74,f,38
11047,17.35,m,44
11048,22.61,f,39
11049,5.62,f,38
11050,15.61,m,34
11051,30.25,f,42
11052,41.760000000000005,f,42
11053,19.200000000000003,m,34
11054,33.09,f,33
11055,37.6,f,47
11056,9.93,m,43
11057,5.62,f,70
11058,21.61,f,35
11059,58.71,m,50
11060,47.58,m,36
11061,30.54,f,35
11062,23.02,f,35
11063,24.61,f,45
11064,24.61,f,34
11065,62.02,f,48
11066,23.61,m,37
11067,20.450000000000003,m,46
11068,45.81,m,33
11069,9.61,f,42
11070,28.6,f,48
11071,53.93,m,48
11072,23.16,m,37
11073,5.62,m,48
11074,5.62,f,45
11075,19.39,m,42
11076,5.62,m,61
11077,5.62,f,35
11078,17.61,f,44
11079,31.61,f,56
11080,55.53,m,36
11081,15.330000000000002,f,20
11082,5.62,f,54
11083,5.62,f,69
11084,49.6,f,35
11085,24.61,m,17
11086,16.61,f,45
11087,5.62,m,52
11088,50.97,m,42
11089,5.62,m,42
11090,41.39,m,45
11091,15.79,m,43
11092,23.770000000000003,m,65
11093,5.62,m,40
11094,26.61,m,30
11095,23.73,f,62
11096,45.99,m,57
11097,52.84,m,30
11098,24.6,m,31
11099,48.28,f,44
11100,5.62,m,88
11101,17.42,f,71
11102,5.62,m,59
11103,43.78,f,48
11104,5.62,f,66
11105,32.65,m,40
11106,5.62,f,52
11107,35.23,f,35
11108,34.59,m,26
11109,47.21,m,46
11110,32.2,f,44
11111,26.48,f,37
11112,30.61,f,73
11113,5.62,f,46
11114,35.61,f,40
11115,31.45,f,44
11116,39.89,m,45
11117,43.99,f,43
11118,14.61,f,34
11119,34.72,m,58
11120,9.61,f,17
11121,16.81,f,40
11122,37.6,m,62
11123,13.16,f,31
11124,34.129999999999995,f,31
11125,82.44,m,36
11126,5.62,m,68
11127,143.7,f,48
11128,29.22,f,39
11129,51.13,f,37
11130,47.32000000000001,m,41
11131,41.6,m,33
11132,5.62,f,56
11133,17.92,f,36
11134,5.62,f,59
11135,5.62,f,50
11136,13.03,f,47
11137,24.68,m,39
11138,83.38,f,51
11139,5.62,m,62
11140,20.63,m,61
11141,30.59,f,40
11142,30.17,m,41
11143,25.61,m,48
11144,40.82,f,43
11145,14.61,m,36
11146,43.69,f,29
11147,21.84,m,32
11148,32.05,f,46
11149,36.39,f,57
11150,30.98,f,42
11151,52.38,f,47
11152,5.62,f,66
11153,24.17,f,48
11154,127.93,m,21
11155,64.28999999999999,f,86
11156,85.91,f,23
11157,19.61,m,39
11158,10.3,m,34
11159,45.26,f,40
11160,5.62,f,67
11161,44.48,f,37
11162,81.07,m,26
11163,14.61,m,76
11164,21.61,f,37
11165,26.6,f,49
11166,51.02,f,17
11167,16.37,m,35
11168,14.58,m,45
11169,105.5,f,63
11170,35.89,m,29
11171,5.62,m,42
11172,5.62,f,63
11173,10.24,m,68
11174,5.62,m,30
11175,20.61,m,72
11176,5.62,f,64
11177,57.59,f,44
11178,85.03,m,29
11179,9.43,f,45
11180,37.6,m,41
11181,47.650000000000006,m,41
11182,19.57,m,41
11183,23.18,m,41
11184,34.83,m,41
11185,3.44,m,41
11186,31.08,m,41
11187,31.410000000000004,m,41
11188,56.32,m,41
11189,38.61,m,41
11190,8.33,m,48
11191,3.44,m,52
11192,75.6,f,47
11193,29.8,f,54
11194,21.23,f,33
11195,25.14,f,38
11196,29.42,f,38
11197,11.47,f,42
11198,33.24,m,48
11199,59.81999999999999,f,39
11200,18.8,m,47
11201,36.29,f,30
11202,37.41,m,42
11203,28.25,f,63
11204,13.32,m,48
11205,27.43,f,35
11206,40.55,f,30
11207,26.79,m,40
11208,40.16,f,45
11209,18.42,f,47
11210,24.42,f,64
11211,22.42,m,37
11212,28.18,f,42
11213,22.67,f,42
11214,3.44,f,69
11215,26.43,f,37
11216,20.14,f,50
11217,3.44,m,38
11218,40.47,f,41
11219,22.27,m,43
11220,22.66,f,45
11221,48.23,f,49
11222,16.7,f,43
11223,38.55,m,45
11224,70.42999999999999,f,43
11225,17.43,m,44
11226,68.84,f,46
11227,43.0,f,47
11228,3.44,f,48
11229,3.44,f,70
11230,19.43,m,41
11231,3.44,m,64
11232,43.16,m,40
11233,3.44,f,65
11234,3.44,f,77
11235,3.44,m,67
11236,24.42,m,42
11237,48.47,m,47
11238,3.44,m,66
11239,12.21,f,42
11240,36.120000000000005,f,46
11241,39.42,f,35
11242,90.36,f,48
11243,10.43,m,43
11244,37.42,f,18
11245,41.63,f,47
11246,42.42,m,40
11247,30.83,m,44
11248,58.8,m,41
11249,7.66,m,49
11250,36.18,f,47
11251,19.51,f,31
11252,14.74,f,44
11253,7.43,m,41
11254,57.28,f,33
11255,19.450000000000003,m,17
11256,3.44,m,51
11257,25.9,m,28
11258,25.590000000000003,f,42
11259,12.43,m,49
11260,88.73,f,42
11261,35.75,f,45
11262,46.43,f,49
11263,3.44,m,76
11264,42.400000000000006,m,42
11265,39.42,f,33
11266,51.99,f,52
11267,20.1,m,33
11268,45.5,m,46
11269,14.43,f,37
11270,9.43,m,37
11271,52.23,m,30
11272,18.18,m,31
11273,3.44,f,55
11274,13.95,f,46
11275,40.59,m,45
11276,64.02,f,35
11277,82.19,m,17
11278,54.35,m,25
11279,25.46,f,49
11280,38.02,m,39
11281,22.43,m,50
11282,29.05,m,35
11283,22.97,f,32
11284,3.44,m,56
11285,9.99,m,43
11286,30.42,f,36
11287,18.22,m,44
11288,36.66,f,40
11289,70.08000000000001,f,33
11290,18.42,f,49
11291,3.44,f,50
11292,43.19,m,26
11293,9.99,f,44
11294,23.98,f,39
11295,63.50000000000001,m,36
11296,39.97,f,34
11297,42.46,m,48
11298,9.99,m,73
11299,24.130000000000003,m,49
11300,26.97,m,42
11301,39.56,m,41
11302,24.4,m,42
11303,9.99,m,41
11304,56.97,m,41
11305,25.86,m,41
11306,14.98,m,41
11307,70.33000000000001,m,41
11308,66.94999999999999,m,41
11309,28.49,m,41
11310,18.1,m,41
11311,71.97999999999999,m,41
11312,24.98,m,42
11313,14.62,m,41
11314,31.4,m,42
11315,36.24,m,41
11316,31.45,m,41
11317,25.57,m,41
11318,28.590000000000003,m,41
11319,23.98,m,41
11320,54.95,m,41
11321,52.57,m,41
11322,18.98,m,41
11323,26.98,m,41
11324,36.99,m,42
11325,34.98,m,41
11326,27.39,m,41
11327,9.99,f,47
11328,19.31,f,38
11329,9.99,f,39
11330,28.54,m,46
11331,21.98,m,36
11332,33.36,m,46
11333,23.98,m,31
11334,24.19,m,33
11335,52.790000000000006,f,28
11336,9.99,f,68
11337,28.44,f,34
11338,107.88,f,34
11339,18.3,f,41
11340,68.66999999999999,f,54
11341,47.36,f,53
11342,48.39,f,53
11343,58.63,f,53
11344,47.59,f,53
11345,30.6,f,45
11346,9.99,m,52
11347,9.99,m,53
11348,9.99,m,52
11349,9.99,m,52
11350,9.99,m,52
11351,38.98,m,52
11352,9.99,m,52
11353,33.05,m,52
11354,27.35,m,43
11355,23.76,m,38
11356,9.99,m,40
11357,50.38,m,45
11358,20.98,m,45
11359,9.99,m,35
11360,15.98,m,46
11361,29.73,f,37
11362,34.410000000000004,f,38
11363,33.04,f,39
11364,36.620000000000005,f,38
11365,50.88,m,43
11366,29.97,f,47
11367,21.32,f,42
11368,82.35999999999999,m,26
11369,58.95,f,47
11370,9.99,f,43
11371,20.74,f,37
11372,37.02,f,33
11373,33.98,f,34
11374,50.95,f,44
11375,48.510000000000005,f,39
11376,34.02,m,33
11377,36.97,m,30
11378,46.54,m,30
11379,49.6,f,42
11380,9.99,m,48
11381,18.98,f,49
11382,45.16,f,33
11383,13.98,m,33
11384,9.99,m,65
11385,9.99,m,32
11386,36.97,m,40
11387,9.99,m,45
11388,36.0,f,34
11389,25.19,m,50
11390,81.29999999999998,m,47
11391,76.15,m,47
11392,44.95,f,47
11393,9.99,f,58
11394,26.97,m,41
11395,21.9,f,42
11396,45.28,f,34
11397,76.44,f,47
11398,33.239999999999995,f,47
11399,38.41,f,44
11400,67.31,m,42
11401,32.97,m,45
11402,50.53000000000001,f,39
11403,22.880000000000003,m,38
11404,30.42,m,61
11405,9.99,f,40
11406,34.98,f,40
11407,42.29,m,47
11408,22.98,m,71
11409,20.98,m,41
11410,46.97,f,39
11411,9.99,m,43
11412,59.25,m,36
11413,28.98,f,39
11414,55.67,f,33
11415,69.55,m,45
11416,33.82,m,60
11417,35.2,m,36
11418,9.99,m,58
11419,50.67,m,41
11420,30.77,f,38
11421,122.95,f,26
11422,14.61,f,33
11423,34.97,f,35
11424,9.99,f,34
11425,42.49,f,37
11426,21.52,f,42
11427,21.98,m,47
11428,25.98,m,49
11429,57.57000000000001,m,44
11430,9.99,m,73
11431,9.99,f,35
11432,9.99,f,66
11433,38.35,f,49
11434,86.24999999999999,f,35
11435,52.260000000000005,f,38
11436,9.99,f,45
11437,9.99,m,46
11438,49.260000000000005,f,49
11439,18.98,f,47
11440,44.68000000000001,f,35
11441,28.93,f,47
11442,53.67999999999999,f,51
11443,9.99,f,50
11444,46.970000000000006,m,38
11445,21.82,f,30
11446,16.98,f,40
11447,17.98,f,34
11448,24.06,m,46
11449,9.99,m,36
11450,23.1,f,43
11451,44.92,m,56
11452,25.98,f,40
11453,44.650000000000006,f,44
11454,47.28,f,37
11455,9.99,f,65
11456,45.96,f,43
11457,13.68,m,32
11458,17.98,f,43
11459,55.99,f,43
11460,40.2,f,42
11461,15.45,m,33
11462,29.4,f,34
11463,51.2,f,33
11464,9.99,m,53
11465,66.41999999999999,f,33
11466,42.46,f,33
11467,31.28,m,35
11468,9.99,m,78
11469,28.97,m,45
11470,9.99,f,36
11471,45.65,m,36
11472,9.99,m,37
11473,59.36000000000001,f,34
11474,9.99,f,59
11475,18.71,m,48
11476,58.03,m,38
11477,40.66,m,38
11478,20.270000000000003,f,37
11479,65.89,f,44
11480,34.19,f,61
11481,26.410000000000004,m,32
11482,34.39,f,35
11483,19.66,f,48
11484,46.74999999999999,m,44
11485,16.98,m,44
11486,38.66,f,36
11487,15.98,m,42
11488,9.99,f,73
11489,78.95,m,38
11490,67.63,f,42
11491,19.03,f,38
11492,9.99,f,64
11493,9.99,m,44
11494,9.99,m,58
11495,40.26,f,36
11496,44.83,m,48
11497,24.43,m,30
11498,39.99,f,47
11499,33.690000000000005,f,41
11500,34.55,f,41
11501,59.6,f,49
11502,27.98,f,48
11503,21.98,m,33
11504,23.78,m,40
11505,58.17,f,37
11506,25.98,m,31
11507,31.17,m,34
11508,29.98,m,34
11509,53.95,f,19
11510,38.23,m,42
11511,71.91,m,39
11512,39.07,f,38
11513,82.65,f,48
11514,59.39,m,42
11515,59.98,m,33
11516,34.98,m,37
11517,21.98,f,40
11518,32.98,m,35
11519,9.99,f,40
11520,24.14,f,43
11521,73.69,m,68
11522,40.38,m,41
11523,32.98,f,36
11524,24.84,m,31
11525,47.96,m,31
11526,56.75,m,34
11527,21.97,m,43
11528,9.99,f,49
11529,20.74,m,41
11530,53.68,m,38
11531,20.98,f,18
11532,18.97,m,43
11533,28.85,f,33
11534,54.190000000000005,f,47
11535,9.99,f,48
11536,56.540000000000006,f,43
11537,89.09,m,30
11538,30.05,f,33
11539,57.78,m,37
11540,36.82,f,44
11541,26.94,f,31
11542,27.73,f,38
11543,15.98,m,37
11544,23.98,m,36
11545,30.98,f,43
11546,25.98,f,45
11547,36.67,m,46
11548,25.61,m,39
11549,9.99,f,80
11550,40.81,f,36
11551,94.39,f,20
11552,61.62,f,47
11553,36.96,f,45
11554,21.0,f,45
11555,9.99,f,32
11556,27.98,f,32
11557,14.98,f,39
11558,54.63,m,30
11559,60.39,m,42
11560,9.99,m,42
11561,26.44,f,40
11562,9.99,m,40
11563,24.44,m,41
11564,19.65,f,67
11565,48.7,f,48
11566,42.24,f,36
11567,78.69,f,31
11568,68.36,m,38
11569,117.58,m,41
11570,9.99,m,41
11571,13.98,m,42
11572,22.23,m,60
11573,42.97,m,51
11574,9.99,m,53
11575,104.42,m,55
11576,14.62,m,32
11577,9.99,f,47
11578,22.97,f,42
11579,18.98,m,35
11580,9.99,f,73
11581,9.99,f,48
11582,24.98,m,37
11583,16.98,m,49
11584,9.99,f,42
11585,88.0,m,41
11586,33.96,f,49
11587,14.98,f,49
11588,51.04,f,34
11589,9.99,m,43
11590,13.98,m,43
11591,30.68,f,33
11592,92.12,f,35
11593,18.87,m,30
11594,46.580000000000005,m,30
11595,50.35,m,30
11596,54.96,f,46
11597,64.99,f,43
11598,25.98,f,42
11599,27.98,f,59
11600,9.99,m,50
11601,9.99,f,41
11602,28.31,m,41
11603,23.42,m,55
11604,30.97,f,41
11605,28.92,m,43
11606,9.99,f,42
11607,42.010000000000005,m,42
11608,18.98,m,44
11609,33.97,f,55
11610,66.68,m,34
11611,22.01,f,32
11612,9.99,m,41
11613,9.99,f,33
11614,52.83,m,41
11615,71.85,m,35
11616,22.97,f,45
11617,45.98,f,32
11618,46.82,m,34
11619,46.81,m,35
11620,15.98,f,40
11621,25.4,f,38
11622,50.96,f,38
11623,36.27,m,32
11624,16.98,m,39
11625,18.4,m,36
11626,9.99,m,37
11627,30.440000000000005,m,36
11628,48.25,m,44
11629,41.89,f,35
11630,38.26,m,75
11631,60.41,m,40
11632,38.75,f,47
11633,21.98,f,17
11634,9.99,m,90
11635,46.38,f,33
11636,86.21,m,63
11637,32.83,m,36
11638,100.79999999999998,f,38
11639,24.33,m,31
11640,34.97,f,38
11641,53.96,f,82
11642,34.11,f,37
11643,16.98,f,48
11644,50.96,f,35
11645,9.99,f,47
11646,40.97,m,44
11647,34.97,f,48
11648,29.020000000000003,m,44
11649,50.190000000000005,f,37
11650,20.29,f,47
11651,64.14,m,31
11652,9.99,f,71
11653,24.98,m,30
11654,14.98,m,35
11655,30.96,m,30
11656,24.98,f,45
11657,9.99,f,57
11658,36.04,f,35
11659,35.010000000000005,m,49
11660,27.58,m,31
11661,25.65,f,43
11662,32.97,f,36
11663,14.61,f,39
11664,53.91,f,50
11665,22.98,f,47
11666,13.98,m,31
11667,29.3,m,37
11668,70.6,m,40
11669,33.97,m,40
11670,26.3,f,41
11671,54.13,f,49
11672,9.99,f,65
11673,32.260000000000005,m,43
11674,49.38,f,33
11675,32.98,f,40
11676,25.98,f,44
11677,25.99,f,44
11678,45.97,m,32
11679,79.41,m,31
11680,45.14,f,57
11681,49.06,m,41
11682,40.4,f,33
11683,9.99,m,64
11684,67.96,m,63
11685,31.97,m,42
11686,54.38999999999999,f,44
11687,15.15,m,40
11688,49.31999999999999,f,38
11689,28.57,f,35
11690,68.05,f,47
11691,102.5,m,47
11692,81.08999999999999,f,31
11693,9.99,f,44
11694,9.99,m,57
11695,14.98,m,42
11696,17.98,f,39
11697,9.99,f,61
11698,59.190000000000005,m,42
11699,9.99,m,42
11700,62.02000000000001,f,38
11701,35.77,m,42
11702,16.98,m,49
11703,52.97,f,40
11704,9.99,f,42
11705,117.84,m,40
11706,13.98,f,34
11707,45.45,f,31
11708,26.07,m,42
11709,9.99,m,52
11710,58.01,f,36
11711,77.94999999999999,f,35
11712,9.99,f,74
11713,9.99,m,42
11714,92.15,m,56
11715,66.38,m,38
11716,44.18000000000001,m,43
11717,51.25,f,32
11718,66.75,m,49
11719,24.98,m,36
11720,57.49,m,39
11721,18.26,m,35
11722,45.6,f,38
11723,40.35,f,36
11724,91.98,m,25
11725,36.08,f,34
11726,19.98,f,48
11727,78.58,m,38
11728,33.36,f,43
11729,15.45,m,32
11730,31.92,f,48
11731,16.970000000000002,f,43
11732,9.99,f,46
11733,20.37,m,40
11734,9.99,m,44
11735,22.97,m,45
11736,44.21,m,43
11737,9.99,f,54
11738,33.19,f,33
11739,26.65,f,40
11740,24.410000000000004,f,47
11741,9.99,m,17
11742,44.67,f,42
11743,67.89,f,31
11744,36.98,m,43
11745,39.97,f,34
11746,44.510000000000005,f,35
11747,28.31,m,48
11748,17.59,f,41
11749,35.63,m,30
11750,42.17,m,47
11751,21.42,f,42
11752,9.99,m,60
11753,45.97,f,17
11754,15.98,f,45
11755,88.47,f,24
11756,69.51999999999998,f,34
11757,52.35,m,40
11758,22.98,m,46
11759,15.28,m,39
11760,52.96,m,48
11761,20.950000000000003,m,37
11762,29.1,f,45
11763,26.64,m,43
11764,16.98,m,71
11765,24.98,m,67
11766,9.99,f,54
11767,9.99,f,38
11768,62.120000000000005,f,48
11769,30.97,m,37
11770,21.200000000000003,m,74
11771,9.99,f,30
11772,15.98,f,31
11773,9.99,f,46
11774,9.99,f,68
11775,45.98,f,33
11776,37.01,m,49
11777,20.98,m,31
11778,9.99,f,73
11779,23.55,m,49
11780,38.97,m,41
11781,29.43,m,41
11782,30.98,f,42
11783,60.16,m,35
11784,46.96,m,32
11785,9.99,m,57
11786,31.51,m,46
11787,9.99,m,50
11788,80.83999999999999,m,42
11789,44.52,m,38
11790,18.98,f,42
11791,69.38000000000001,m,59
11792,54.27,f,30
11793,48.08,m,34
11794,9.99,f,70
11795,9.99,m,63
11796,9.99,f,73
11797,9.99,f,54
11798,57.89,f,38
11799,29.03,f,47
11800,25.93,f,38
11801,47.99,f,47
11802,22.48,f,36
11803,26.590000000000003,m,65
11804,32.53,f,44
11805,9.99,f,52
11806,9.99,m,45
11807,30.97,m,41
11808,9.99,m,64
11809,79.95,m,36
11810,22.98,f,17
11811,78.57,f,56
11812,39.54,m,71
11813,9.99,f,62
